Date,Adj Close_IGPL.NS,Close_IGPL.NS,High_IGPL.NS,Low_IGPL.NS,Open_IGPL.NS,Volume_IGPL.NS,Date
2020-07-13,149.2281951904297,160.14999389648438,163.14999389648438,148.9499969482422,158.85000610351562,110617,2020-07-13
2020-07-20,147.50436401367188,158.3000030517578,174.8000030517578,154.8000030517578,166.5,208611,2020-07-20
2020-07-27,147.2714080810547,158.0500030517578,163.4499969482422,150.10000610351562,153.64999389648438,90927,2020-07-27
2020-08-03,177.92770385742188,190.9499969482422,200.0,156.0,160.6999969482422,295869,2020-08-03
2020-08-10,174.3402862548828,187.10000610351562,205.0,181.5500030517578,190.9499969482422,207359,2020-08-10
2020-08-17,240.17213439941406,257.75,284.3999938964844,183.39999389648438,187.10000610351562,1566278,2020-08-17
2020-08-24,230.30752563476562,244.5500030517578,270.0,240.60000610351562,258.0,497835,2020-08-24
2020-08-31,226.5875701904297,240.60000610351562,254.89999389648438,220.10000610351562,245.0,255677,2020-08-31
2020-09-07,222.4909210205078,236.25,245.75,225.0,241.3000030517578,115501,2020-09-07
2020-09-14,242.8329315185547,257.8500061035156,270.0,239.9499969482422,239.9499969482422,482437,2020-09-14
2020-09-21,271.46246337890625,288.25,310.0,243.3000030517578,261.79998779296875,836178,2020-09-21
2020-09-28,304.5182800292969,323.3500061035156,337.95001220703125,293.0,297.95001220703125,783815,2020-09-28
2020-10-05,276.9246520996094,294.04998779296875,334.0,290.29998779296875,327.0,240049,2020-10-05
2020-10-12,278.80816650390625,296.04998779296875,317.75,292.29998779296875,296.1000061035156,165571,2020-10-12
2020-10-19,285.1650695800781,302.79998779296875,319.3999938964844,296.0,302.8999938964844,137394,2020-10-19
2020-10-26,274.3819274902344,291.3500061035156,308.8999938964844,282.0,306.3500061035156,129154,2020-10-26
2020-11-02,295.7127685546875,314.0,315.0,266.0,292.04998779296875,242681,2020-11-02
2020-11-09,402.8380432128906,427.75,428.1499938964844,301.45001220703125,317.04998779296875,799856,2020-11-09
2020-11-16,421.7674560546875,447.8500061035156,449.1000061035156,389.25,389.25,555388,2020-11-16
2020-11-23,418.9421691894531,444.8500061035156,459.79998779296875,424.0,455.79998779296875,240171,2020-11-23
2020-11-30,460.8975524902344,489.3999938964844,503.95001220703125,437.1000061035156,444.8500061035156,230465,2020-11-30
2020-12-07,443.8987731933594,471.3500061035156,497.0,453.0,496.0,153392,2020-12-07
2020-12-14,402.6968078613281,427.6000061035156,479.8999938964844,425.0,470.0,141873,2020-12-14
2020-12-21,394.3622131347656,418.75,442.0,385.95001220703125,427.0,159945,2020-12-21
2020-12-28,399.02392578125,423.70001220703125,439.04998779296875,412.8500061035156,418.75,196215,2020-12-28
2021-01-04,365.12054443359375,387.70001220703125,432.8999938964844,386.45001220703125,424.0,285391,2021-01-04
2021-01-11,367.80450439453125,390.54998779296875,406.0,386.0,396.0,130459,2021-01-11
2021-01-18,346.0027770996094,367.3999938964844,405.0,355.3500061035156,405.0,101390,2021-01-18
2021-01-25,362.7661437988281,385.20001220703125,398.0,367.45001220703125,369.0,83632,2021-01-25
2021-02-01,412.44403076171875,437.95001220703125,470.3500061035156,387.1499938964844,387.1499938964844,646268,2021-02-01
2021-02-08,416.1168518066406,441.8500061035156,499.8999938964844,431.75,444.54998779296875,1178301,2021-02-08
2021-02-15,407.1230163574219,432.29998779296875,455.6000061035156,414.8999938964844,443.0,333239,2021-02-15
2021-02-22,411.1255187988281,436.54998779296875,451.3999938964844,423.0,435.0,264007,2021-02-22
2021-03-01,491.22222900390625,521.5999755859375,558.5,442.0,442.0,1233903,2021-03-01
2021-03-08,473.6584167480469,502.95001220703125,540.9000244140625,495.0,530.9500122070312,305073,2021-03-08
2021-03-15,413.66827392578125,439.25,508.0,421.0,508.0,395021,2021-03-15
2021-03-22,394.5976257324219,419.0,457.95001220703125,401.20001220703125,439.0,264375,2021-03-22
2021-03-29,404.156494140625,429.1499938964844,435.0,409.54998779296875,419.0,78739,2021-03-29
2021-04-05,434.2928771972656,461.1499938964844,484.0,413.0,429.1499938964844,352441,2021-04-05
2021-04-12,436.7884826660156,463.79998779296875,479.75,421.45001220703125,454.0,197350,2021-04-12
2021-04-19,430.8083190917969,457.45001220703125,474.04998779296875,436.1000061035156,460.0,237676,2021-04-19
2021-04-26,438.24822998046875,465.3500061035156,502.0,460.0,461.0,382549,2021-04-26
2021-05-03,418.65960693359375,444.54998779296875,482.6000061035156,442.04998779296875,454.8999938964844,229324,2021-05-03
2021-05-10,427.6534423828125,454.1000061035156,479.45001220703125,443.20001220703125,455.0,284960,2021-05-10
2021-05-17,518.015380859375,550.0499877929688,563.9000244140625,456.3500061035156,458.8999938964844,1249410,2021-05-17
2021-05-24,524.607666015625,557.0499877929688,618.0,551.0,558.0,2404627,2021-05-24
2021-05-31,556.7688598632812,591.2000122070312,606.4500122070312,543.6500244140625,560.25,1200147,2021-05-31
2021-06-07,589.589111328125,626.0499877929688,642.0,594.7000122070312,596.6500244140625,1370731,2021-06-07
2021-06-14,577.063720703125,612.75,640.0,575.5,627.9000244140625,880634,2021-06-14
2021-06-21,584.5507202148438,620.7000122070312,640.7999877929688,591.2000122070312,599.0,608146,2021-06-21
2021-06-28,627.40087890625,666.2000122070312,682.0,610.0,620.0,1104863,2021-06-28
2021-07-05,623.9163208007812,662.5,680.0,638.4000244140625,674.7000122070312,592761,2021-07-05
2021-07-12,650.3327026367188,690.5499877929688,706.5,656.75,669.7999877929688,614161,2021-07-12
2021-07-19,656.0409545898438,688.9500122070312,714.5,661.0,687.75,650131,2021-07-19
2021-07-26,664.6110229492188,697.9500122070312,711.0,675.0,687.0,292122,2021-07-26
2021-08-02,675.990234375,709.9000244140625,738.0,696.1500244140625,702.0,696749,2021-08-02
2021-08-09,588.00390625,617.5,694.9000244140625,574.0,694.0,1109280,2021-08-09
2021-08-16,516.729248046875,542.6500244140625,618.0999755859375,538.0,618.0999755859375,257765,2021-08-16
2021-08-23,574.1964721679688,603.0,614.6500244140625,512.0999755859375,554.4000244140625,473965,2021-08-23
2021-08-30,626.712158203125,658.1500244140625,678.0,609.3499755859375,609.3499755859375,747325,2021-08-30
2021-09-06,593.6697387695312,623.4500122070312,665.0,609.0999755859375,665.0,200496,2021-09-06
2021-09-13,686.9409790039062,721.4000244140625,744.4000244140625,627.9500122070312,632.0,1445137,2021-09-13
2021-09-20,693.2732543945312,728.0499877929688,769.9500122070312,675.0499877929688,712.5499877929688,1125714,2021-09-20
2021-09-27,706.0331420898438,741.4500122070312,769.5999755859375,720.0499877929688,732.9000244140625,458916,2021-09-27
2021-10-04,876.86376953125,920.8499755859375,1018.5999755859375,747.0999755859375,754.9000244140625,2023737,2021-10-04
2021-10-11,834.1085205078125,875.9500122070312,957.0,871.0499877929688,912.0,227316,2021-10-11
2021-10-18,747.21728515625,784.7000122070312,893.0,775.0999755859375,877.0,437281,2021-10-18
2021-10-25,795.7811279296875,835.7000122070312,909.8499755859375,800.0999755859375,847.7000122070312,765855,2021-10-25
2021-11-01,767.2617797851562,805.75,894.0,799.0499877929688,840.0,482042,2021-11-01
2021-11-08,753.7400512695312,791.5499877929688,855.0,786.0,812.7999877929688,433503,2021-11-08
2021-11-15,679.9420166015625,714.0499877929688,795.6500244140625,692.7000122070312,792.0,358996,2021-11-15
2021-11-22,667.0868530273438,700.5499877929688,748.7000122070312,658.0,702.0499877929688,336833,2021-11-22
2021-11-29,732.9337768554688,769.7000122070312,790.25,655.1500244140625,720.0,703500,2021-11-29
2021-12-06,713.9843139648438,749.7999877929688,790.0,746.0,771.0499877929688,343460,2021-12-06
2021-12-13,657.3264770507812,690.2999877929688,765.0,678.0499877929688,756.5999755859375,279973,2021-12-13
2021-12-20,646.3281860351562,678.75,695.3499755859375,638.2999877929688,680.0,311933,2021-12-20
2021-12-27,660.18310546875,693.2999877929688,703.2000122070312,666.0,666.0,122277,2021-12-27
2022-01-03,680.3229370117188,714.4500122070312,728.0999755859375,696.0,696.0,166594,2022-01-03
2022-01-10,694.2255249023438,729.0499877929688,754.25,711.75,719.7999877929688,304827,2022-01-10
2022-01-17,687.9407958984375,722.4500122070312,750.0,711.25,733.5999755859375,195706,2022-01-17
2022-01-24,671.9432373046875,705.6500244140625,739.0,592.5999755859375,723.0,588371,2022-01-24
2022-01-31,682.9891357421875,717.25,773.0,709.1500244140625,716.0,692096,2022-01-31
2022-02-07,682.1798095703125,716.4000244140625,726.5,693.0,720.4000244140625,296588,2022-02-07
2022-02-14,681.465576171875,715.6500244140625,724.2999877929688,650.0999755859375,660.0,253151,2022-02-14
2022-02-21,650.6608276367188,683.2999877929688,709.0999755859375,622.0999755859375,704.0999755859375,217698,2022-02-21
2022-02-28,627.5691528320312,659.0499877929688,686.8499755859375,642.0,678.9000244140625,201902,2022-02-28
2022-03-07,689.1786499023438,723.75,729.9500122070312,620.7999877929688,660.0,249462,2022-03-07
2022-03-14,680.4656982421875,714.5999755859375,724.9000244140625,688.0,724.9000244140625,175434,2022-03-14
2022-03-21,642.0907592773438,674.2999877929688,729.7000122070312,670.0,714.5999755859375,290297,2022-03-21
2022-03-28,682.7510375976562,717.0,738.0,663.2999877929688,680.2999877929688,295942,2022-03-28
2022-04-04,723.8875732421875,760.2000122070312,769.0,722.4000244140625,724.0,380909,2022-04-04
2022-04-11,725.2206420898438,761.5999755859375,795.0,753.0999755859375,771.0,345194,2022-04-11
2022-04-18,764.1669921875,802.5,827.7999877929688,749.0,758.5999755859375,648463,2022-04-18
2022-04-25,721.0308837890625,757.2000122070312,806.3499755859375,745.0,800.0,291516,2022-04-25
2022-05-02,647.5184936523438,680.0,772.0999755859375,675.0999755859375,741.5999755859375,208261,2022-05-02
2022-05-09,610.0957641601562,640.7000122070312,676.0,618.7000122070312,676.0,214012,2022-05-09
2022-05-16,647.9469604492188,680.4500122070312,712.0999755859375,600.2000122070312,641.4000244140625,204064,2022-05-16
2022-05-23,582.052490234375,611.25,658.0,575.4000244140625,658.0,205955,2022-05-23
2022-05-30,594.6695556640625,624.5,645.5499877929688,611.0499877929688,624.9500122070312,116944,2022-05-30
2022-06-06,600.3828735351562,630.5,639.4500122070312,597.9500122070312,627.4000244140625,72099,2022-06-06
2022-06-13,555.3899536132812,583.25,630.0499877929688,574.5,619.0,115821,2022-06-13
2022-06-20,552.7236938476562,580.4500122070312,589.9500122070312,537.5499877929688,582.0,99104,2022-06-20
2022-06-27,567.2451782226562,595.7000122070312,617.0999755859375,581.2999877929688,592.0499877929688,78076,2022-06-27
2022-07-04,584.9567260742188,614.2999877929688,624.0,584.0,597.4500122070312,66541,2022-07-04
2022-07-11,559.6273803710938,587.7000122070312,624.4000244140625,585.2000122070312,612.5999755859375,56198,2022-07-11
2022-07-18,601.811279296875,632.0,644.1500244140625,594.1500244140625,598.9500122070312,84788,2022-07-18
2022-07-25,603.3824462890625,633.6500244140625,655.0,592.4500122070312,630.0,180958,2022-07-25
2022-08-01,598.4784545898438,628.5,669.0,606.0,633.6500244140625,455592,2022-08-01
2022-08-08,603.0844116210938,623.2999877929688,639.0,615.0,631.4000244140625,105586,2022-08-08
2022-08-15,604.632568359375,624.9000244140625,644.0,622.0,623.2999877929688,110301,2022-08-15
2022-08-22,593.602294921875,613.5,624.9000244140625,609.5999755859375,624.9000244140625,117576,2022-08-22
2022-08-29,570.2355346679688,589.3499755859375,609.9000244140625,587.2999877929688,590.0,180138,2022-08-29
2022-09-05,568.6390991210938,587.7000122070312,608.3499755859375,575.0,589.3499755859375,255885,2022-09-05
2022-09-12,577.0084838867188,596.3499755859375,643.0,569.6500244140625,580.0,635620,2022-09-12
2022-09-19,562.5433959960938,581.4000244140625,621.0,577.0,596.3499755859375,210403,2022-09-19
2022-09-26,545.127197265625,563.4000244140625,577.9000244140625,550.0,575.0,127887,2022-09-26
2022-10-03,531.2426147460938,549.0499877929688,572.5499877929688,545.5,571.0,205285,2022-10-03
2022-10-10,516.922607421875,534.25,569.7999877929688,532.4000244140625,554.7000122070312,137457,2022-10-10
2022-10-17,514.9391479492188,532.2000122070312,545.0,523.0,535.2000122070312,109578,2022-10-17
2022-10-24,498.5388488769531,515.25,550.0,512.0,542.75,96602,2022-10-24
2022-10-31,494.8136901855469,511.3999938964844,532.0,415.3999938964844,516.0,174930,2022-10-31
2022-11-07,502.215576171875,519.0499877929688,555.0,505.1000061035156,519.0499877929688,307941,2022-11-07
2022-11-14,517.841796875,535.2000122070312,541.8499755859375,504.75,513.0,281333,2022-11-14
2022-11-21,507.4404296875,524.4500122070312,534.9000244140625,518.1500244140625,533.9000244140625,100894,2022-11-21
2022-11-28,514.5520629882812,531.7999877929688,544.7999877929688,526.1500244140625,527.5,107751,2022-11-28
2022-12-05,519.5833740234375,537.0,552.5499877929688,533.0,533.0,157637,2022-12-05
2022-12-12,518.8093872070312,536.2000122070312,548.0,528.0,539.6500244140625,106190,2022-12-12
2022-12-19,479.3810119628906,495.45001220703125,541.5,490.8999938964844,541.5,104034,2022-12-19
2022-12-26,497.1842041015625,513.8499755859375,522.3499755859375,494.3500061035156,504.0,54146,2022-12-26
2023-01-02,498.3453063964844,515.0499877929688,529.5499877929688,507.0,507.0,82337,2023-01-02
2023-01-09,499.9902038574219,516.75,523.0,510.20001220703125,523.0,39023,2023-01-09
2023-01-16,495.9747619628906,512.5999755859375,541.9500122070312,509.70001220703125,517.5499877929688,63433,2023-01-16
2023-01-23,465.4964294433594,481.1000061035156,516.9500122070312,476.70001220703125,512.0499877929688,80881,2023-01-23
2023-01-30,422.68157958984375,436.8500061035156,497.1499938964844,426.29998779296875,475.0,189745,2023-01-30
2023-02-06,439.32373046875,454.04998779296875,459.8500061035156,425.0,425.0,77832,2023-02-06
2023-02-13,428.4385986328125,442.79998779296875,459.0,440.04998779296875,456.04998779296875,55792,2023-02-13
2023-02-20,407.00701904296875,420.6499938964844,448.3999938964844,415.0,448.0,85434,2023-02-20
2023-02-27,412.1351318359375,425.95001220703125,430.0,399.0,422.70001220703125,89158,2023-02-27
2023-03-06,403.8140563964844,417.3500061035156,432.0,412.20001220703125,430.0,81387,2023-03-06
2023-03-13,416.3924255371094,430.3500061035156,436.75,407.0,407.0,202147,2023-03-13
2023-03-20,404.7816162109375,418.3500061035156,429.8999938964844,417.5,426.3500061035156,79996,2023-03-20
2023-03-27,399.2664794921875,412.6499938964844,422.0,405.5,414.20001220703125,106696,2023-03-27
2023-04-03,445.1291198730469,460.04998779296875,465.0,411.0,413.0,65957,2023-04-03
2023-04-10,452.9180908203125,468.1000061035156,477.0,455.20001220703125,464.6499938964844,56812,2023-04-10
2023-04-17,457.6591491699219,473.0,495.0,465.1000061035156,469.0,69717,2023-04-17
2023-04-24,465.68994140625,481.29998779296875,494.0,469.45001220703125,472.0,61772,2023-04-24
2023-05-01,467.9637145996094,483.6499938964844,487.25,475.04998779296875,481.29998779296875,64510,2023-05-01
2023-05-08,467.28643798828125,482.95001220703125,504.8500061035156,481.0,484.0,98236,2023-05-08
2023-05-15,467.3348083496094,483.0,503.0,452.25,485.3999938964844,260823,2023-05-15
2023-05-22,440.1945495605469,454.95001220703125,492.70001220703125,450.1000061035156,484.6499938964844,103502,2023-05-22
2023-05-29,445.2742919921875,460.20001220703125,465.5,455.8999938964844,461.45001220703125,78434,2023-05-29
2023-06-05,473.0918273925781,488.95001220703125,495.0,457.6499938964844,462.54998779296875,133692,2023-06-05
2023-06-12,493.2655944824219,509.79998779296875,518.0499877929688,477.3999938964844,498.0,334670,2023-06-12
2023-06-19,470.0923767089844,485.8500061035156,520.0,482.1499938964844,512.5,171942,2023-06-19
2023-06-26,497.1842041015625,513.8499755859375,520.0,483.6000061035156,488.04998779296875,136997,2023-06-26
2023-07-03,491.08856201171875,507.54998779296875,527.0,497.6000061035156,514.0,217357,2023-07-03
2023-07-10,477.9296569824219,493.95001220703125,510.1000061035156,491.0,506.29998779296875,159653,2023-07-10
2023-07-17,452.9180908203125,468.1000061035156,499.54998779296875,466.0,490.6000061035156,208589,2023-07-17
2023-07-24,416.97296142578125,430.95001220703125,482.0,425.29998779296875,468.8999938964844,347494,2023-07-24
2023-07-31,452.3375244140625,467.5,491.0,426.0,433.1499938964844,847485,2023-07-31
2023-08-07,438.9367370605469,453.6499938964844,469.5,425.54998779296875,469.5,477434,2023-08-07
2023-08-14,431.8735046386719,446.3500061035156,461.3500061035156,444.45001220703125,457.8999938964844,162263,2023-08-14
2023-08-21,497.0321044921875,502.5,507.75,444.6499938964844,447.0,511039,2023-08-21
2023-08-28,497.3783264160156,502.8500061035156,532.9500122070312,492.6000061035156,505.04998779296875,628256,2023-08-28
2023-09-04,504.49993896484375,510.04998779296875,522.9500122070312,493.6000061035156,503.0,285907,2023-09-04
2023-09-11,527.793701171875,533.5999755859375,556.5,479.25,510.04998779296875,729090,2023-09-11
2023-09-18,538.4266967773438,544.3499755859375,589.7000122070312,528.25,530.0,724462,2023-09-18
2023-09-25,524.5790405273438,530.3499755859375,547.4500122070312,521.2000122070312,547.0999755859375,194188,2023-09-25
2023-10-02,510.3852233886719,516.0,542.7000122070312,511.75,530.3499755859375,152516,2023-10-02
2023-10-09,520.0785522460938,525.7999877929688,545.0,503.0,511.0,168588,2023-10-09
2023-10-16,503.560302734375,509.1000061035156,542.3499755859375,505.04998779296875,523.2000122070312,153495,2023-10-16
2023-10-23,475.5682373046875,480.79998779296875,517.0,457.3500061035156,511.6499938964844,162453,2023-10-23
2023-10-30,459.00048828125,464.04998779296875,492.70001220703125,449.5,483.25,185350,2023-10-30
2023-11-06,437.2398681640625,442.04998779296875,459.20001220703125,440.04998779296875,459.20001220703125,218570,2023-11-06
2023-11-13,436.5969543457031,441.3999938964844,453.3999938964844,440.70001220703125,453.3999938964844,91019,2023-11-13
2023-11-20,437.1409912109375,441.95001220703125,450.0,426.54998779296875,443.6499938964844,164455,2023-11-20
2023-11-27,447.67510986328125,452.6000061035156,455.8999938964844,438.6000061035156,441.95001220703125,159971,2023-11-27
2023-12-04,452.3239440917969,457.29998779296875,467.20001220703125,445.95001220703125,457.0,193503,2023-12-04
2023-12-11,449.3565979003906,454.29998779296875,463.20001220703125,438.0,459.6000061035156,201993,2023-12-11
2023-12-18,452.0272216796875,457.0,474.0,447.0,456.6000061035156,250103,2023-12-18
2023-12-25,463.30316162109375,468.3999938964844,476.29998779296875,450.0,457.0,222137,2023-12-25
2024-01-01,514.4901123046875,520.1500244140625,529.0,467.79998779296875,469.3500061035156,634193,2024-01-01
2024-01-08,515.9737548828125,521.6500244140625,537.7000122070312,492.20001220703125,524.2999877929688,519075,2024-01-08
2024-01-15,504.0054016113281,509.54998779296875,533.25,487.25,525.5999755859375,264616,2024-01-15
2024-01-22,486.9430847167969,492.29998779296875,509.95001220703125,485.0,509.54998779296875,91085,2024-01-22
2024-01-29,501.7304382324219,507.25,515.0,491.1000061035156,494.79998779296875,191157,2024-01-29
2024-02-05,491.0479736328125,496.45001220703125,515.0499877929688,471.3500061035156,509.79998779296875,279948,2024-02-05
2024-02-12,454.30218505859375,459.29998779296875,501.95001220703125,451.0,489.0,327977,2024-02-12
2024-02-19,472.403076171875,477.6000061035156,480.0,458.0,459.95001220703125,188758,2024-02-19
2024-02-26,460.5830993652344,465.6499938964844,480.25,458.04998779296875,479.5,117306,2024-02-26
2024-03-04,435.95404052734375,440.75,477.0,439.04998779296875,465.04998779296875,207176,2024-03-04
2024-03-11,414.4407043457031,419.0,443.0,407.0,443.0,279996,2024-03-11
2024-03-18,426.95306396484375,431.6499938964844,441.0,402.5,422.0,248534,2024-03-18
2024-03-25,426.0628662109375,430.75,460.1499938964844,428.6000061035156,431.6499938964844,284797,2024-03-25
2024-04-01,495.0538635253906,500.5,515.0,432.95001220703125,432.95001220703125,521306,2024-04-01
2024-04-08,500.24676513671875,505.75,517.2999877929688,498.5,503.04998779296875,243147,2024-04-08
2024-04-15,505.48907470703125,511.04998779296875,530.0,481.0,505.0,362177,2024-04-15
2024-04-22,505.2417907714844,510.79998779296875,530.9500122070312,507.0,512.0,266353,2024-04-22
2024-04-29,509.4455261230469,515.0499877929688,555.0,506.6499938964844,510.79998779296875,679953,2024-04-29
2024-05-06,494.213134765625,499.6499938964844,535.9000244140625,492.25,517.6500244140625,306376,2024-05-06
2024-05-13,484.3219299316406,489.6499938964844,506.79998779296875,482.3500061035156,501.95001220703125,238546,2024-05-13
2024-05-20,489.5148010253906,494.8999938964844,518.5,470.04998779296875,486.25,419747,2024-05-20
2024-05-27,482.4920654296875,487.79998779296875,507.8999938964844,485.1000061035156,496.75,166213,2024-05-27
2024-06-03,498.3179626464844,503.79998779296875,507.0,437.70001220703125,499.0,255123,2024-06-03
2024-06-10,540.50390625,546.4500122070312,554.0,497.54998779296875,503.79998779296875,414846,2024-06-10
2024-06-17,593.47119140625,600.0,617.9500122070312,543.0999755859375,546.4500122070312,1557935,2024-06-17
2024-06-24,596.9825439453125,603.5499877929688,626.0,581.5499877929688,608.0,567576,2024-06-24
2024-07-01,620.9192504882812,627.75,658.9000244140625,591.6500244140625,606.5999755859375,695204,2024-07-01
2024-07-08,598.416748046875,605.0,637.1500244140625,590.0,637.1500244140625,263481,2024-07-08
2024-07-15,579.4751586914062,585.8499755859375,615.0,580.0,610.0499877929688,221901,2024-07-15
2024-07-22,630.3158569335938,637.25,665.0,576.0,585.0,520920,2024-07-22
2024-07-29,612.0665893554688,618.7999877929688,645.9000244140625,600.0,640.4500122070312,321135,2024-07-29
2024-08-05,614.5393676757812,621.2999877929688,642.4500122070312,581.5499877929688,604.0,332626,2024-08-05
2024-08-12,600.4444580078125,607.0499877929688,639.3499755859375,592.7999877929688,616.5999755859375,207052,2024-08-12
2024-08-19,699.2574462890625,706.9500122070312,717.7000122070312,606.0,610.0999755859375,1247812,2024-08-19
2024-08-26,666.9627075195312,674.2999877929688,727.0,668.5,712.0,618393,2024-08-26
2024-09-02,653.25,653.25,690.9000244140625,649.7999877929688,684.3499755859375,341440,2024-09-02
2024-09-09,651.4500122070312,651.4500122070312,672.0999755859375,634.0999755859375,649.0999755859375,213960,2024-09-09
2024-09-16,614.0999755859375,614.0999755859375,659.25,605.0499877929688,651.4500122070312,174769,2024-09-16
2024-09-23,578.4000244140625,578.4000244140625,623.9000244140625,576.0,611.5499877929688,318539,2024-09-23
2024-09-30,575.2000122070312,575.2000122070312,609.7000122070312,571.0,580.0,154830,2024-09-30
2024-10-07,586.2000122070312,586.2000122070312,598.0,540.0499877929688,575.2000122070312,199488,2024-10-07
2024-10-14,575.7000122070312,575.7000122070312,600.0,546.5499877929688,589.1500244140625,294281,2024-10-14
2024-10-21,527.2999877929688,527.2999877929688,577.1500244140625,522.7000122070312,575.0,203171,2024-10-21
2024-10-28,584.25,584.25,589.7000122070312,513.0,526.0,140657,2024-10-28
2024-11-04,589.1500244140625,589.1500244140625,603.0,552.2000122070312,577.7999877929688,120602,2024-11-04
2024-11-11,537.3499755859375,537.3499755859375,595.0,530.2999877929688,589.1500244140625,146098,2024-11-11
2024-11-18,524.8499755859375,524.8499755859375,550.0,518.5,542.2000122070312,73849,2024-11-18
2024-11-25,614.0,614.0,656.8499755859375,526.3499755859375,526.3499755859375,290353,2024-11-25
2024-12-02,604.0999755859375,604.0999755859375,624.7000122070312,594.0,607.5,208872,2024-12-02
2024-12-09,590.3499755859375,590.3499755859375,611.9500122070312,579.9500122070312,608.8499755859375,127861,2024-12-09
2024-12-16,554.7999877929688,554.7999877929688,602.6500244140625,542.0,586.6500244140625,121292,2024-12-16
2024-12-23,528.2000122070312,528.2000122070312,568.2000122070312,527.5,559.0999755859375,99186,2024-12-23
2024-12-30,557.9500122070312,557.9500122070312,589.2000122070312,523.6500244140625,530.0,191708,2024-12-30
2025-01-06,521.2000122070312,521.2000122070312,559.4500122070312,508.25,556.0,174540,2025-01-06
2025-01-13,491.20001220703125,491.20001220703125,515.5,485.04998779296875,514.3499755859375,142783,2025-01-13
2025-01-20,457.75,457.75,504.1000061035156,456.0,492.0,98154,2025-01-20
2025-01-27,459.6499938964844,459.6499938964844,462.0,418.5,452.0,236042,2025-01-27
2025-02-03,450.45001220703125,450.45001220703125,471.5,420.54998779296875,460.0,281209,2025-02-03
2025-02-10,446.70001220703125,446.70001220703125,468.45001220703125,410.6000061035156,443.70001220703125,498967,2025-02-10
2025-02-17,443.8500061035156,443.8500061035156,453.95001220703125,428.5,440.0,88378,2025-02-17
2025-02-24,431.75,431.75,449.95001220703125,423.8999938964844,442.0,80280,2025-02-24
2025-03-03,443.8999938964844,443.8999938964844,448.0,400.0,431.75,217982,2025-03-03
2025-03-10,419.04998779296875,419.04998779296875,448.0,417.45001220703125,445.5,173936,2025-03-10
2025-03-17,444.0,444.0,452.3999938964844,402.3999938964844,430.79998779296875,358580,2025-03-17
2025-03-24,425.1499938964844,425.1499938964844,459.04998779296875,415.54998779296875,444.04998779296875,335139,2025-03-24
2025-03-31,443.20001220703125,443.20001220703125,482.6499938964844,425.04998779296875,425.1499938964844,205527,2025-03-31
2025-04-07,416.45001220703125,416.45001220703125,437.25,386.0,389.0,156335,2025-04-07
2025-04-14,446.29998779296875,446.29998779296875,449.45001220703125,420.29998779296875,421.54998779296875,122800,2025-04-14
2025-04-21,428.75,428.75,468.04998779296875,427.3999938964844,449.6000061035156,175106,2025-04-21
2025-04-28,417.25,417.25,435.20001220703125,406.79998779296875,433.70001220703125,133337,2025-04-28
2025-05-05,409.8500061035156,409.8500061035156,431.0,403.0,418.5,106554,2025-05-05
2025-05-12,472.3500061035156,472.3500061035156,474.45001220703125,415.1499938964844,415.1499938964844,250562,2025-05-12
2025-05-19,462.04998779296875,462.04998779296875,503.0,454.3999938964844,485.0,464921,2025-05-19
2025-05-26,460.0,460.0,479.8500061035156,453.6499938964844,464.0,231970,2025-05-26
2025-06-02,478.6000061035156,478.6000061035156,499.70001220703125,456.70001220703125,460.5,300586,2025-06-02
2025-06-09,486.95001220703125,486.95001220703125,507.95001220703125,473.04998779296875,482.3999938964844,305363,2025-06-09
2025-06-16,462.1499938964844,462.1499938964844,489.3999938964844,453.1000061035156,487.0,175076,2025-06-16
2025-06-23,469.70001220703125,469.70001220703125,471.54998779296875,453.8999938964844,464.5,165947,2025-06-23
2025-06-30,482.1000061035156,482.1000061035156,491.3500061035156,472.0,472.0,123884,2025-06-30
2025-07-07,468.75,468.75,487.45001220703125,463.0,486.04998779296875,102687,2025-07-07
2025-07-14,477.70001220703125,477.70001220703125,480.0,460.0,468.75,29476,2025-07-14
