Date,Adj Close_NIITMTS.NS,Close_NIITMTS.NS,High_NIITMTS.NS,Low_NIITMTS.NS,Open_NIITMTS.NS,Volume_NIITMTS.NS,Date
2023-08-07,369.9649353027344,374.45001220703125,384.29998779296875,349.70001220703125,366.0,4744792,2023-08-07
2023-08-14,355.2928161621094,359.6000061035156,374.45001220703125,351.0,374.45001220703125,588172,2023-08-14
2023-08-21,365.37060546875,369.79998779296875,397.0,355.25,359.6000061035156,950101,2023-08-21
2023-08-28,381.91998291015625,386.54998779296875,399.0,364.20001220703125,369.79998779296875,1107659,2023-08-28
2023-09-04,392.689453125,397.45001220703125,413.5,380.8999938964844,390.8500061035156,1169120,2023-09-04
2023-09-11,429.04864501953125,434.25,514.0,362.25,403.0,3244988,2023-09-11
2023-09-18,392.4918212890625,397.25,444.95001220703125,395.0,434.0,782840,2023-09-18
2023-09-25,416.8465576171875,421.8999938964844,445.95001220703125,393.5,393.5,1097425,2023-09-25
2023-10-02,433.2971496582031,438.54998779296875,443.75,408.3999938964844,428.0,612534,2023-10-02
2023-10-09,410.7208251953125,415.70001220703125,435.0,411.6499938964844,433.04998779296875,738113,2023-10-09
2023-10-16,400.0502014160156,404.8999938964844,422.0,387.04998779296875,422.0,962383,2023-10-16
2023-10-23,374.65802001953125,379.20001220703125,408.8999938964844,342.29998779296875,408.8999938964844,1139928,2023-10-23
2023-10-30,382.4634094238281,387.1000061035156,400.5,377.1000061035156,399.0,1074866,2023-10-30
2023-11-06,377.57269287109375,382.1499938964844,395.0,369.29998779296875,394.95001220703125,819637,2023-11-06
2023-11-13,398.88616943359375,401.04998779296875,405.79998779296875,369.0,386.0,573946,2023-11-13
2023-11-20,392.5704650878906,394.70001220703125,404.8999938964844,386.0,403.95001220703125,594379,2023-11-20
2023-11-27,390.7304382324219,392.8500061035156,415.8999938964844,387.6000061035156,401.75,682460,2023-11-27
2023-12-04,395.0072326660156,397.1499938964844,403.8999938964844,378.0,402.0,921485,2023-12-04
2023-12-11,423.60211181640625,425.8999938964844,430.0,388.54998779296875,395.54998779296875,1717749,2023-12-11
2023-12-18,433.1006164550781,435.45001220703125,440.70001220703125,400.1000061035156,427.5,1214194,2023-12-18
2023-12-25,435.885498046875,438.25,447.5,425.70001220703125,445.0,495468,2023-12-25
2024-01-01,446.7266845703125,449.1499938964844,466.20001220703125,429.29998779296875,434.8999938964844,1457325,2024-01-01
2024-01-08,467.2155456542969,469.75,480.0,427.0,452.45001220703125,1483662,2024-01-08
2024-01-15,432.1059875488281,434.45001220703125,478.54998779296875,421.0,475.0,846509,2024-01-15
2024-01-22,423.0550842285156,425.3500061035156,436.1000061035156,418.1000061035156,431.25,388869,2024-01-22
2024-01-29,442.7482604980469,445.1499938964844,480.0,419.0,426.0,1825043,2024-01-29
2024-02-05,474.5755920410156,477.1499938964844,495.0,429.04998779296875,445.1000061035156,1171520,2024-02-05
2024-02-12,478.6534729003906,481.25,505.25,447.6000061035156,479.45001220703125,1094132,2024-02-12
2024-02-19,529.32861328125,532.2000122070312,554.9500122070312,476.75,483.6499938964844,2448501,2024-02-19
2024-02-26,513.5640869140625,516.3499755859375,537.0,510.04998779296875,534.9000244140625,1161708,2024-02-26
2024-03-04,561.454345703125,564.5,576.9000244140625,518.2999877929688,519.0,1851723,2024-03-04
2024-03-11,460.4024963378906,462.8999938964844,565.5999755859375,449.29998779296875,565.5999755859375,3776045,2024-03-11
2024-03-18,487.35626220703125,490.0,499.54998779296875,459.1000061035156,468.8999938964844,678622,2024-03-18
2024-03-25,503.9661865234375,506.70001220703125,574.0,473.79998779296875,497.8999938964844,737439,2024-03-25
2024-04-01,512.6192626953125,515.4000244140625,532.9500122070312,498.29998779296875,504.8999938964844,1038929,2024-04-01
2024-04-08,497.65045166015625,500.3500061035156,528.0,498.0,520.0,203379,2024-04-08
2024-04-15,501.5791015625,504.29998779296875,529.9500122070312,485.0,490.0,524859,2024-04-15
2024-04-22,512.37060546875,515.1500244140625,520.0,503.95001220703125,504.29998779296875,293361,2024-04-22
2024-04-29,468.0111999511719,470.54998779296875,517.4500122070312,467.25,515.9000244140625,707338,2024-04-29
2024-05-06,441.6044616699219,444.0,487.6499938964844,440.04998779296875,474.0,776239,2024-05-06
2024-05-13,463.63494873046875,466.1499938964844,477.79998779296875,435.29998779296875,444.0,263588,2024-05-13
2024-05-20,444.687744140625,447.1000061035156,473.8999938964844,444.0,457.04998779296875,753306,2024-05-20
2024-05-27,412.7112121582031,414.95001220703125,453.8999938964844,411.6000061035156,449.95001220703125,680779,2024-05-27
2024-06-03,439.01849365234375,441.3999938964844,448.95001220703125,385.0,422.0,1477210,2024-06-03
2024-06-10,446.2293701171875,448.6499938964844,459.8999938964844,435.54998779296875,459.8999938964844,970686,2024-06-10
2024-06-17,471.5420837402344,474.1000061035156,477.3999938964844,441.25,448.6499938964844,1000040,2024-06-17
2024-06-24,442.7482604980469,445.1499938964844,473.20001220703125,443.0,472.0,554030,2024-06-24
2024-07-01,466.0220031738281,468.54998779296875,481.3500061035156,443.04998779296875,447.3500061035156,654342,2024-07-01
2024-07-08,460.7008972167969,463.20001220703125,473.1499938964844,444.6000061035156,468.54998779296875,393490,2024-07-08
2024-07-15,468.60797119140625,471.1499938964844,496.0,452.0,466.95001220703125,872046,2024-07-15
2024-07-22,481.98541259765625,484.6000061035156,496.0,458.79998779296875,465.0,757648,2024-07-22
2024-07-29,474.1280517578125,476.70001220703125,496.8999938964844,466.0,489.70001220703125,869389,2024-07-29
2024-08-05,468.5582580566406,471.1000061035156,478.20001220703125,449.1000061035156,468.1000061035156,372460,2024-08-05
2024-08-12,459.9549255371094,462.45001220703125,478.8999938964844,446.04998779296875,478.8999938964844,1074113,2024-08-12
2024-08-19,469.7020568847656,472.25,480.0,458.6499938964844,462.0,383308,2024-08-19
2024-08-26,491.68280029296875,494.3500061035156,508.8999938964844,468.29998779296875,478.0,1113951,2024-08-26
2024-09-02,504.7121276855469,507.45001220703125,532.7999877929688,487.25,499.0,885080,2024-09-02
2024-09-09,505.29998779296875,505.29998779296875,527.8499755859375,495.6000061035156,515.3499755859375,447626,2024-09-09
2024-09-16,517.7999877929688,517.7999877929688,532.75,503.6000061035156,508.0,504822,2024-09-16
2024-09-23,515.0499877929688,515.0499877929688,541.5,497.0,515.0,526163,2024-09-23
2024-09-30,501.3500061035156,501.3500061035156,520.0,476.20001220703125,520.0,219941,2024-09-30
2024-10-07,502.3999938964844,502.3999938964844,510.0,464.0,501.3500061035156,633252,2024-10-07
2024-10-14,498.95001220703125,498.95001220703125,525.0,490.04998779296875,500.5,518632,2024-10-14
2024-10-21,428.3999938964844,428.3999938964844,502.29998779296875,413.0,494.04998779296875,805476,2024-10-21
2024-10-28,441.29998779296875,441.29998779296875,443.95001220703125,410.8500061035156,437.0,323893,2024-10-28
2024-11-04,465.8999938964844,465.8999938964844,469.54998779296875,431.54998779296875,436.8999938964844,272913,2024-11-04
2024-11-11,440.79998779296875,440.79998779296875,467.20001220703125,430.54998779296875,465.8999938964844,268224,2024-11-11
2024-11-18,428.70001220703125,428.70001220703125,464.70001220703125,426.95001220703125,435.0,253861,2024-11-18
2024-11-25,470.1000061035156,470.1000061035156,474.0,430.0,430.0,324095,2024-11-25
2024-12-02,496.45001220703125,496.45001220703125,502.20001220703125,451.0,470.0,365455,2024-12-02
2024-12-09,489.45001220703125,489.45001220703125,520.0,484.0,497.95001220703125,348752,2024-12-09
2024-12-16,455.70001220703125,455.70001220703125,499.0,449.79998779296875,499.0,262971,2024-12-16
2024-12-23,453.75,453.75,478.75,440.04998779296875,450.1000061035156,1464800,2024-12-23
2024-12-30,454.25,454.25,463.0,441.29998779296875,453.75,1085474,2024-12-30
2025-01-06,450.3500061035156,450.3500061035156,461.0,433.6499938964844,461.0,279585,2025-01-06
2025-01-13,453.70001220703125,453.70001220703125,465.0,439.5,444.20001220703125,337578,2025-01-13
2025-01-20,472.6000061035156,472.6000061035156,499.0,440.0,450.25,722625,2025-01-20
2025-01-27,477.8500061035156,477.8500061035156,488.45001220703125,445.0,474.29998779296875,956287,2025-01-27
2025-02-03,470.0,470.0,487.6499938964844,455.54998779296875,477.5,393314,2025-02-03
2025-02-10,459.29998779296875,459.29998779296875,476.5,436.04998779296875,470.0,523525,2025-02-10
2025-02-17,440.95001220703125,440.95001220703125,454.95001220703125,434.8500061035156,450.0,486453,2025-02-17
2025-02-24,419.95001220703125,419.95001220703125,446.6499938964844,403.6499938964844,440.95001220703125,369871,2025-02-24
2025-03-03,428.75,428.75,437.0,399.95001220703125,418.0,471555,2025-03-03
2025-03-10,422.5,422.5,435.0,410.79998779296875,433.0,533922,2025-03-10
2025-03-17,438.6499938964844,438.6499938964844,445.0,413.1499938964844,422.5,308454,2025-03-17
2025-03-24,414.6499938964844,414.6499938964844,454.0,382.70001220703125,442.04998779296875,885252,2025-03-24
2025-03-31,376.04998779296875,376.04998779296875,416.8500061035156,372.0,414.6000061035156,372779,2025-03-31
2025-04-07,378.95001220703125,378.95001220703125,382.8999938964844,342.3500061035156,352.0,498222,2025-04-07
2025-04-14,374.0,374.0,393.29998779296875,371.8500061035156,383.20001220703125,180007,2025-04-14
2025-04-21,395.1000061035156,395.1000061035156,406.79998779296875,372.8500061035156,379.6000061035156,735491,2025-04-21
2025-04-28,378.8999938964844,378.8999938964844,399.8500061035156,365.0,395.1000061035156,306673,2025-04-28
2025-05-05,349.95001220703125,349.95001220703125,390.0,349.04998779296875,379.0,942547,2025-05-05
2025-05-12,347.29998779296875,347.29998779296875,384.0,346.04998779296875,357.0,1820857,2025-05-12
2025-05-19,348.3999938964844,348.3999938964844,359.8500061035156,341.54998779296875,352.5,851065,2025-05-19
2025-05-26,329.1499938964844,329.1499938964844,353.0,327.70001220703125,350.79998779296875,965640,2025-05-26
2025-06-02,353.95001220703125,353.95001220703125,358.5,322.6000061035156,332.45001220703125,1412523,2025-06-02
2025-06-09,358.6499938964844,358.6499938964844,360.0,347.54998779296875,359.0,752824,2025-06-09
2025-06-16,334.95001220703125,334.95001220703125,365.70001220703125,332.5,358.3500061035156,1318339,2025-06-16
2025-06-23,343.0,343.0,348.20001220703125,331.0,331.0,1520995,2025-06-23
2025-06-30,337.1499938964844,337.1499938964844,347.95001220703125,327.1499938964844,347.95001220703125,1083324,2025-06-30
2025-07-07,344.0,344.0,348.0,332.0,337.1499938964844,787542,2025-07-07
2025-07-14,346.0,346.0,348.1000061035156,334.8999938964844,346.20001220703125,315539,2025-07-14
