Date,Adj Close_PGHH.NS,Close_PGHH.NS,High_PGHH.NS,Low_PGHH.NS,Open_PGHH.NS,Volume_PGHH.NS,Date
2020-07-13,9828.826171875,10486.7001953125,10512.0,10120.0,10295.0,28123,2020-07-13
2020-07-20,10131.185546875,10809.2998046875,10899.0,10281.7001953125,10511.9501953125,45438,2020-07-20
2020-07-27,9702.4345703125,10351.849609375,10859.9501953125,10150.0,10810.0,25875,2020-07-27
2020-08-03,9664.5234375,10311.400390625,10480.0,10225.0498046875,10389.9501953125,23107,2020-08-03
2020-08-10,9414.7412109375,10044.900390625,10380.0,9987.0,10301.0,39202,2020-08-10
2020-08-17,9530.3984375,10168.2998046875,10300.0,9925.0,10111.0,56586,2020-08-17
2020-08-24,9497.548828125,10133.25,10707.099609375,9991.0498046875,10249.0,95037,2020-08-24
2020-08-31,9444.4521484375,10076.599609375,10270.0,9949.7998046875,10270.0,89844,2020-08-31
2020-09-07,9397.025390625,10026.0,10184.7998046875,9950.2001953125,10016.0498046875,18157,2020-09-07
2020-09-14,9281.3193359375,9902.5498046875,10161.9501953125,9861.25,10100.0,20895,2020-09-14
2020-09-21,9275.4619140625,9896.2998046875,10100.0,9691.400390625,9895.0,27585,2020-09-21
2020-09-28,9247.533203125,9866.5,10010.099609375,9780.5498046875,9940.0,21126,2020-09-28
2020-10-05,9345.8974609375,9971.4501953125,10000.0,9825.0,9910.0,44662,2020-10-05
2020-10-12,9478.0986328125,10112.5,10168.0,9938.0,9961.150390625,25141,2020-10-12
2020-10-19,9663.1162109375,10309.900390625,10325.0,10000.0,10180.0,21614,2020-10-19
2020-10-26,9557.3935546875,10197.099609375,10460.0,10100.2001953125,10301.0,14086,2020-10-26
2020-11-02,9617.8447265625,10261.599609375,10395.849609375,10100.099609375,10200.0,39174,2020-11-02
2020-11-09,10170.97265625,10851.75,11716.0,9981.0,10260.7998046875,116314,2020-11-09
2020-11-16,9938.3623046875,10500.349609375,10927.349609375,10361.0,10707.7001953125,48777,2020-11-16
2020-11-23,9956.8671875,10519.900390625,10818.7001953125,10494.2998046875,10600.0,61756,2020-11-23
2020-11-30,10355.0966796875,10940.650390625,11429.5,10490.349609375,10519.900390625,54241,2020-11-30
2020-12-07,10727.30078125,11333.900390625,11398.75,10845.599609375,11000.0,37372,2020-12-07
2020-12-14,10409.42578125,10998.0498046875,11544.0,10977.849609375,11206.0,32643,2020-12-14
2020-12-21,10493.56640625,11086.9501953125,11198.0,10755.0498046875,11069.0498046875,46096,2020-12-21
2020-12-28,10423.0087890625,11012.400390625,11900.0,10743.349609375,11250.9501953125,166194,2020-12-28
2021-01-04,10654.5634765625,11257.0498046875,11350.0,10960.0,11175.0,42173,2021-01-04
2021-01-11,10761.9873046875,11370.5498046875,11484.900390625,11130.0,11260.0,42510,2021-01-11
2021-01-18,10685.2763671875,11289.5,11449.0,11152.849609375,11330.0,32449,2021-01-18
2021-01-25,10701.03515625,11306.150390625,11389.9501953125,11139.400390625,11340.400390625,19857,2021-01-25
2021-02-01,11695.3115234375,12356.650390625,12600.0,11100.0,11307.0,189879,2021-02-01
2021-02-08,12734.3564453125,13454.4501953125,13600.0,12355.650390625,12356.650390625,117054,2021-02-08
2021-02-15,12316.8818359375,12926.7001953125,13800.0,12850.0,13455.0,50927,2021-02-15
2021-02-22,12309.638671875,12919.099609375,13150.0,12800.0,12980.0,28721,2021-02-22
2021-03-01,12393.345703125,13006.9501953125,13149.0,12902.0,13096.7998046875,24260,2021-03-01
2021-03-08,12336.2705078125,12947.0498046875,13149.0,12750.099609375,13055.7001953125,12016,2021-03-08
2021-03-15,12329.314453125,12939.75,13032.75,12348.900390625,12992.9501953125,32425,2021-03-15
2021-03-22,12137.51171875,12738.4501953125,13190.0,12501.849609375,12821.0,20761,2021-03-22
2021-03-29,11974.6748046875,12567.5498046875,12925.0,12110.0,12738.4501953125,34310,2021-03-29
2021-04-05,12636.982421875,13262.650390625,13325.0,12251.25,12577.25,19626,2021-04-05
2021-04-12,13299.671875,13958.150390625,14122.0,12901.0,13299.0,26059,2021-04-12
2021-04-19,12980.095703125,13622.75,13940.0,13451.0,13501.0,22542,2021-04-19
2021-04-26,12909.34765625,13548.5,13669.7998046875,13195.0,13622.75,64809,2021-04-26
2021-05-03,12858.9443359375,13495.599609375,13899.0,13100.150390625,13570.0,58991,2021-05-03
2021-05-10,12898.962890625,13537.599609375,13898.9501953125,13370.0,13592.0,27280,2021-05-10
2021-05-17,12675.9052734375,13303.5,13529.0498046875,13263.2998046875,13421.0,16997,2021-05-17
2021-05-24,12465.712890625,13082.900390625,13434.9501953125,13001.0,13302.349609375,27317,2021-05-24
2021-05-31,12241.2265625,12847.2998046875,13350.2001953125,12775.0,13101.0,54124,2021-05-31
2021-06-07,12472.810546875,13090.349609375,13152.5498046875,12855.900390625,12999.9501953125,29126,2021-06-07
2021-06-14,12634.9814453125,13260.5498046875,13507.849609375,12980.0,13090.349609375,25504,2021-06-14
2021-06-21,13160.65625,13812.25,14135.650390625,12916.0,13299.0,38599,2021-06-21
2021-06-28,12899.05859375,13537.7001953125,13948.099609375,13101.150390625,13948.0,24626,2021-06-28
2021-07-05,12515.0693359375,13134.7001953125,13700.0,13100.0,13600.0,31893,2021-07-05
2021-07-12,12299.205078125,12908.150390625,13220.0,12850.7998046875,13200.0,33597,2021-07-12
2021-07-19,12195.1572265625,12798.9501953125,12956.599609375,12780.0,12955.0,35835,2021-07-19
2021-07-26,12082.3896484375,12680.599609375,12948.9501953125,12655.0,12890.0,14593,2021-07-26
2021-08-02,12053.5205078125,12650.2998046875,12825.0,12612.0,12690.0,27637,2021-08-02
2021-08-09,12262.5234375,12869.650390625,13004.9501953125,12310.099609375,12725.0,31190,2021-08-09
2021-08-16,12202.732421875,12806.900390625,12990.0,12478.2998046875,12947.75,36606,2021-08-16
2021-08-23,13089.146484375,13737.2001953125,14087.900390625,12600.0,12849.0,107794,2021-08-23
2021-08-30,12962.75390625,13604.5498046875,13958.4501953125,13480.0,13575.0,43349,2021-08-30
2021-09-06,13510.484375,14179.400390625,14400.0,13515.0,13552.0498046875,76296,2021-09-06
2021-09-13,13266.37109375,13923.2001953125,14590.4501953125,13799.2001953125,14275.0498046875,73666,2021-09-13
2021-09-20,13401.9130859375,14065.4501953125,14500.0,13725.0498046875,13921.0,21040,2021-09-20
2021-09-27,13385.5693359375,14048.2998046875,14288.0,13499.9501953125,14140.0,28504,2021-09-27
2021-10-04,13094.33984375,13742.650390625,14202.349609375,13645.0,14199.0,21212,2021-10-04
2021-10-11,13138.7880859375,13789.2998046875,13903.4501953125,13561.9501953125,13777.0,15204,2021-10-11
2021-10-18,13833.0625,14517.9501953125,14824.0,13828.5498046875,13900.0,42427,2021-10-18
2021-10-25,13556.650390625,14227.849609375,14592.9501953125,13562.2998046875,14520.0,26987,2021-10-25
2021-11-01,13731.6357421875,14411.5,14711.099609375,14080.099609375,14494.9501953125,18805,2021-11-01
2021-11-08,14165.9326171875,14867.2998046875,14940.0,14235.0,14546.9501953125,69625,2021-11-08
2021-11-15,14474.3310546875,15106.400390625,15530.5498046875,14750.650390625,14975.0,72936,2021-11-15
2021-11-22,14485.4931640625,15118.0498046875,15530.0,14840.5498046875,15150.0,72388,2021-11-22
2021-11-29,14490.5244140625,15123.2998046875,15395.0,14716.2998046875,15011.0,31129,2021-11-29
2021-12-06,14483.09765625,15115.5498046875,15433.0,14901.0,15123.2998046875,129303,2021-12-06
2021-12-13,13914.23828125,14521.849609375,15236.900390625,14339.75,15117.900390625,38509,2021-12-13
2021-12-20,14072.287109375,14686.7998046875,14744.75,14137.7998046875,14450.0,25528,2021-12-20
2021-12-27,14812.5126953125,15459.349609375,16314.2998046875,14573.849609375,14686.0,130199,2021-12-27
2022-01-03,14953.21875,15606.2001953125,15715.0,15304.400390625,15544.0,159242,2022-01-03
2022-01-10,15345.583984375,16015.7001953125,16275.0,15673.0,15720.0,80524,2022-01-10
2022-01-17,15203.73046875,15867.650390625,16448.69921875,15700.0,16015.7001953125,86469,2022-01-17
2022-01-24,13908.490234375,14515.849609375,16000.0498046875,14380.0498046875,15702.0,49690,2022-01-24
2022-01-31,14486.4033203125,15119.0,15260.0,14450.0498046875,14669.0,92713,2022-01-31
2022-02-07,14740.69921875,15384.400390625,15700.0,14780.099609375,15225.0,51340,2022-02-07
2022-02-14,15208.07421875,15770.9501953125,15849.7998046875,15069.9501953125,15350.0,34826,2022-02-14
2022-02-21,14938.837890625,15491.75,15770.5498046875,14820.0498046875,15770.5498046875,69501,2022-02-21
2022-02-28,14419.2216796875,14952.900390625,15648.0498046875,14772.900390625,15202.0,61424,2022-02-28
2022-03-07,14869.166015625,15419.5,15800.0,13718.0498046875,14960.0,77893,2022-03-07
2022-03-14,14985.896484375,15540.5498046875,15690.0,15075.0,15311.0,76015,2022-03-14
2022-03-21,14303.021484375,14832.400390625,15750.0,14699.900390625,15541.0,23913,2022-03-21
2022-03-28,13893.52734375,14407.75,14887.4501953125,13700.0,14800.0,68051,2022-03-28
2022-04-04,13968.1650390625,14485.150390625,14565.2001953125,14155.9501953125,14523.25,42730,2022-04-04
2022-04-11,13991.693359375,14509.5498046875,14580.0,14390.0,14519.9501953125,8785,2022-04-11
2022-04-18,13836.728515625,14348.849609375,14843.7998046875,14201.0,14451.0,41089,2022-04-18
2022-04-25,13523.376953125,14023.900390625,14498.0,13628.0,14347.9501953125,110207,2022-04-25
2022-05-02,13265.0869140625,13756.0498046875,14228.0,13191.849609375,14000.0,20366,2022-05-02
2022-05-09,12874.87890625,13351.400390625,13800.0,13255.0,13799.9501953125,19022,2022-05-09
2022-05-16,12706.896484375,13177.2001953125,13430.7998046875,12801.0,13355.0,18558,2022-05-16
2022-05-23,12948.890625,13428.150390625,13540.0,12960.0,13200.0,15209,2022-05-23
2022-05-30,13500.28125,13999.9501953125,14485.0,13236.5,13400.0,18067,2022-05-30
2022-06-06,13073.7685546875,13557.650390625,14142.5498046875,13235.0,13999.0498046875,16581,2022-06-06
2022-06-13,12908.53125,13386.2998046875,13739.900390625,13118.849609375,13586.0,18955,2022-06-13
2022-06-20,12752.5087890625,13224.5,13513.349609375,13101.849609375,13448.0,35976,2022-06-20
2022-06-27,12916.0068359375,13394.0498046875,13596.900390625,13082.0,13344.0,60108,2022-06-27
2022-07-04,13746.5654296875,14255.349609375,14580.4501953125,13348.25,13431.0,46058,2022-07-04
2022-07-11,13504.7646484375,14004.599609375,14248.0,13760.0,14248.0,54646,2022-07-11
2022-07-18,13687.6953125,14194.2998046875,14240.0,13900.0,14002.0,27142,2022-07-18
2022-07-25,13971.78125,14488.900390625,14600.0,14050.0,14071.0,22121,2022-07-25
2022-08-01,13575.787109375,14078.25,15500.0,13900.0,14440.0,57621,2022-08-01
2022-08-08,14246.1748046875,14773.4501953125,14878.0,14151.0,14289.9501953125,21099,2022-08-08
2022-08-15,14093.62109375,14615.25,14974.0,14480.099609375,14773.4501953125,27996,2022-08-15
2022-08-22,13478.296875,13977.150390625,14771.0,13921.650390625,14586.0,27845,2022-08-22
2022-08-29,13589.43359375,14092.400390625,14175.849609375,13750.0,13928.0,41857,2022-08-29
2022-09-05,14166.7158203125,14691.0498046875,14780.0,13890.0498046875,14150.0,52025,2022-09-05
2022-09-12,13862.138671875,14375.2001953125,14954.75,14160.349609375,14950.0,30669,2022-09-12
2022-09-19,14096.802734375,14618.5498046875,14793.099609375,14304.2998046875,14374.0,46852,2022-09-19
2022-09-26,13389.580078125,13885.150390625,14776.9501953125,13500.0,14535.099609375,79047,2022-09-26
2022-10-03,13358.6259765625,13853.0498046875,14159.900390625,13741.5498046875,13842.7998046875,81598,2022-10-03
2022-10-10,13328.5869140625,13821.900390625,14030.0,13790.0,13845.0,36314,2022-10-10
2022-10-17,13498.1123046875,13997.7001953125,14135.400390625,13750.0,13863.25,103665,2022-10-17
2022-10-24,13607.80078125,14111.4501953125,14278.0,13900.0,13998.7001953125,16185,2022-10-24
2022-10-31,13626.701171875,14131.0498046875,14207.0,13900.0,14167.900390625,59696,2022-10-31
2022-11-07,13382.4140625,13813.25,14279.7998046875,13718.0498046875,14130.0,25451,2022-11-07
2022-11-14,13557.6240234375,13994.099609375,14044.0,13770.150390625,13882.349609375,33102,2022-11-14
2022-11-21,13521.728515625,13957.0498046875,14149.9501953125,13820.0,13990.0,24269,2022-11-21
2022-11-28,13699.748046875,14140.7998046875,14409.900390625,13906.25,13953.599609375,49422,2022-11-28
2022-12-05,13887.6005859375,14334.7001953125,14475.0,14000.0,14205.9501953125,33186,2022-12-05
2022-12-12,13853.498046875,14299.5,14445.0,13710.0,14341.5,15462,2022-12-12
2022-12-19,13654.9892578125,14094.599609375,14400.0,13761.4501953125,14380.0,17447,2022-12-19
2022-12-26,14082.57421875,14535.9501953125,14688.9501953125,13820.0,14170.0,48255,2022-12-26
2023-01-02,13582.7626953125,14020.0498046875,14534.7001953125,13810.0,14435.400390625,25056,2023-01-02
2023-01-09,13482.7822265625,13916.849609375,14089.400390625,13861.0,14021.0,45441,2023-01-09
2023-01-16,13182.9365234375,13607.349609375,13988.0,13550.0,13884.0,6286,2023-01-16
2023-01-23,13141.9072265625,13565.0,13649.9501953125,13397.650390625,13607.5,6478,2023-01-23
2023-01-30,13361.4873046875,13791.650390625,14340.400390625,13432.0498046875,13563.650390625,30886,2023-01-30
2023-02-06,13401.4033203125,13832.849609375,13949.5498046875,13599.9501953125,13846.599609375,19108,2023-02-06
2023-02-13,13344.1943359375,13693.0498046875,14379.650390625,13491.0,13830.0,36716,2023-02-13
2023-02-20,13370.5556640625,13720.099609375,13874.0,13400.0,13799.25,27235,2023-02-20
2023-02-27,13703.1611328125,14061.400390625,14160.0,13480.0,13773.2001953125,31688,2023-02-27
2023-03-06,13407.0986328125,13757.599609375,14085.75,13705.0,14049.0,8656,2023-03-06
2023-03-13,13420.4990234375,13771.349609375,13861.150390625,13300.0498046875,13726.0,24391,2023-03-13
2023-03-20,13392.7744140625,13742.900390625,14096.0498046875,13408.0,13629.25,12343,2023-03-20
2023-03-27,12999.7978515625,13339.650390625,13897.0,13140.099609375,13800.0,30958,2023-03-27
2023-04-03,13814.2060546875,14175.349609375,14266.0,13190.5498046875,13404.9501953125,36644,2023-04-03
2023-04-10,13785.5068359375,14145.900390625,14250.0,13977.0498046875,14199.0,12953,2023-04-10
2023-04-17,13548.94140625,13903.150390625,14371.7001953125,13850.0,14265.0,15680,2023-04-17
2023-04-24,13648.2939453125,14005.099609375,14148.0,13820.0,13959.150390625,17172,2023-04-24
2023-05-01,13594.451171875,13949.849609375,14138.900390625,13833.2001953125,14005.099609375,8028,2023-05-01
2023-05-08,13585.5361328125,13940.7001953125,14095.75,13506.0,13950.349609375,198196,2023-05-08
2023-05-15,13244.353515625,13590.599609375,14129.7001953125,13570.0,14015.099609375,27723,2023-05-15
2023-05-22,13097.54296875,13439.9501953125,13727.099609375,13362.0,13590.5498046875,37729,2023-05-22
2023-05-29,13352.1376953125,13701.2001953125,13713.5498046875,13440.0,13505.0,25349,2023-05-29
2023-06-05,13497.73046875,13850.599609375,14040.9501953125,13598.2998046875,13730.0,25688,2023-06-05
2023-06-12,13591.6748046875,13947.0,14040.0,13792.5498046875,13850.599609375,17427,2023-06-12
2023-06-19,13865.125,14227.599609375,14392.0,13764.0498046875,13999.849609375,27573,2023-06-19
2023-06-26,13959.5087890625,14324.4501953125,14580.0,14140.0,14255.0,36492,2023-06-26
2023-07-03,14541.005859375,14921.150390625,14999.0,14200.0,14396.099609375,21670,2023-07-03
2023-07-10,15022.56640625,15415.2998046875,15494.9501953125,14440.0,14921.0,36225,2023-07-10
2023-07-17,15324.8154296875,15725.4501953125,16100.0,15283.75,15416.0,45214,2023-07-17
2023-07-24,15563.6708984375,15970.5498046875,16000.0,15140.0,15725.4501953125,29940,2023-07-24
2023-07-31,15157.830078125,15554.099609375,16100.0,15455.0,16000.0,22102,2023-07-31
2023-08-07,14894.4169921875,15283.7998046875,15798.900390625,15160.099609375,15685.0,10867,2023-08-07
2023-08-14,14957.2734375,15348.2998046875,15883.0,15155.5498046875,15284.0,13943,2023-08-14
2023-08-21,15146.96484375,15542.9501953125,15700.0,15324.150390625,15429.0498046875,30069,2023-08-21
2023-08-28,15708.58203125,16119.25,16600.0,15437.0498046875,15510.0,80605,2023-08-28
2023-09-04,16701.28125,17137.900390625,17325.0,16050.0498046875,16099.9501953125,41064,2023-09-04
2023-09-11,17007.521484375,17452.150390625,17687.25,16900.0,17130.05078125,38549,2023-09-11
2023-09-18,17227.326171875,17677.69921875,17819.94921875,17094.5,17432.0,36108,2023-09-18
2023-09-25,17495.076171875,17952.44921875,18597.94921875,17411.0,17704.849609375,58300,2023-09-25
2023-10-02,17435.875,17891.69921875,18125.75,17626.0,17952.44921875,22084,2023-10-02
2023-10-09,17189.615234375,17639.0,17904.650390625,17505.099609375,17700.099609375,13973,2023-10-09
2023-10-16,16703.912109375,17140.599609375,17777.0,17023.05078125,17776.94921875,11340,2023-10-16
2023-10-23,16567.3828125,17000.5,17544.25,16740.0,17140.599609375,33552,2023-10-23
2023-10-30,17091.28515625,17538.099609375,18000.0,16625.19921875,17000.5,88104,2023-10-30
2023-11-06,17356.939453125,17810.69921875,18003.099609375,17195.099609375,17539.099609375,35180,2023-11-06
2023-11-13,17958.07421875,18427.55078125,18790.0,17623.55078125,17852.44921875,25670,2023-11-13
2023-11-20,17549.890625,17904.5,19250.0,17722.25,18625.0,43363,2023-11-20
2023-11-27,17048.669921875,17393.150390625,17931.44921875,16800.0,17904.5,43887,2023-11-27
2023-12-04,16822.1953125,17162.099609375,17659.0,17100.0,17435.0,33436,2023-12-04
2023-12-11,17132.767578125,17478.94921875,17555.44921875,16955.0,17200.0,25847,2023-12-11
2023-12-18,16664.53125,17001.25,17532.099609375,16675.0,17500.0,37480,2023-12-18
2023-12-25,17022.10546875,17366.05078125,17629.900390625,16927.599609375,17001.25,42630,2023-12-25
2024-01-01,16893.259765625,17234.599609375,17552.44921875,16987.0,17377.55078125,40899,2024-01-01
2024-01-08,16872.333984375,17213.25,17323.5,17014.69921875,17288.0,10724,2024-01-08
2024-01-15,16945.50390625,17287.900390625,17432.900390625,17076.900390625,17269.849609375,88844,2024-01-15
2024-01-22,16745.15234375,17083.5,17361.099609375,17001.099609375,17287.900390625,8433,2024-01-22
2024-01-29,16562.048828125,16896.69921875,17317.0,16830.30078125,17169.0,42948,2024-01-29
2024-02-05,16224.6181640625,16552.44921875,16993.650390625,16299.0,16900.0,40058,2024-02-05
2024-02-12,16236.27734375,16464.44921875,16699.849609375,16290.349609375,16554.0,14196,2024-02-12
2024-02-19,16482.86328125,16714.5,16840.0,16370.0,16500.0,41246,2024-02-19
2024-02-26,15693.9990234375,15914.5498046875,16798.099609375,15366.75,16798.099609375,81574,2024-02-26
2024-03-04,15464.42578125,15681.75,16277.900390625,15555.5,16189.0,24759,2024-03-04
2024-03-11,15535.7724609375,15754.099609375,16029.650390625,15345.400390625,15734.0,18741,2024-03-11
2024-03-18,16403.82421875,16634.349609375,16777.0,15754.099609375,15754.099609375,50882,2024-03-18
2024-03-25,16693.84765625,16928.44921875,17050.900390625,16111.0,16634.349609375,76942,2024-03-25
2024-04-01,16145.40625,16372.2998046875,17000.0,15973.650390625,16928.44921875,56575,2024-04-01
2024-04-08,15732.5078125,15953.599609375,16470.0,15820.0,16347.5498046875,13262,2024-04-08
2024-04-15,15722.400390625,15943.349609375,16140.0,15750.0498046875,15952.9501953125,18891,2024-04-15
2024-04-22,15944.6767578125,16168.75,16196.0,15825.0,15959.2001953125,20735,2024-04-22
2024-04-29,15684.8291015625,15905.25,16500.0,15650.099609375,16169.0,64024,2024-04-29
2024-05-06,15485.529296875,15703.150390625,16407.849609375,15601.0,15910.0,53929,2024-05-06
2024-05-13,15517.3330078125,15735.400390625,15899.0,15500.900390625,15726.150390625,27089,2024-05-13
2024-05-20,15601.4013671875,15820.650390625,16309.0,15598.5498046875,15653.2001953125,43079,2024-05-20
2024-05-27,15750.1103515625,15971.4501953125,16380.0,15601.0,15868.0498046875,41942,2024-05-27
2024-06-03,16608.103515625,16841.5,16947.19921875,15655.2998046875,16006.0,79684,2024-06-03
2024-06-10,16592.029296875,16825.19921875,17064.94921875,16612.55078125,16711.0,23917,2024-06-10
2024-06-17,15996.59765625,16221.400390625,17000.0,16062.0498046875,16825.19921875,22904,2024-06-17
2024-06-24,16382.720703125,16612.94921875,16897.94921875,15961.0,16464.69921875,42178,2024-06-24
2024-07-01,16384.052734375,16614.30078125,16879.5,16420.05078125,16658.69921875,15598,2024-07-01
2024-07-08,16730.0390625,16965.150390625,17034.80078125,16500.0,16614.30078125,34955,2024-07-08
2024-07-15,16562.19921875,16794.94921875,17034.80078125,16708.099609375,16980.0,36448,2024-07-15
2024-07-22,17144.759765625,17385.69921875,17745.0,16445.75,16829.5,43961,2024-07-22
2024-07-29,16921.5,17159.30078125,17523.650390625,16708.0,17401.05078125,31588,2024-07-29
2024-08-05,16782.009765625,17017.849609375,17498.0,16405.099609375,16900.0,33304,2024-08-05
2024-08-12,16748.77734375,16984.150390625,17498.0,16653.55078125,16950.05078125,30693,2024-08-12
2024-08-19,16873.572265625,17110.69921875,17348.0,16845.0,16950.0,18821,2024-08-19
2024-08-26,16287.3603515625,16516.25,17433.900390625,16357.25,17110.75,45253,2024-08-26
2024-09-02,15936.5908203125,16160.5498046875,16600.0,16106.0,16551.650390625,40200,2024-09-02
2024-09-09,16422.068359375,16652.849609375,16738.94921875,16085.849609375,16164.849609375,31554,2024-09-09
2024-09-16,16286.4248046875,16515.30078125,16739.0,16409.94921875,16739.0,44912,2024-09-16
2024-09-23,16185.689453125,16413.150390625,16700.0,16312.0,16680.0,42037,2024-09-23
2024-09-30,16522.0625,16754.25,16825.0,16405.0,16449.94921875,21864,2024-09-30
2024-10-07,16404.3671875,16634.900390625,17011.0,16425.599609375,16780.0,32395,2024-10-07
2024-10-14,15825.40234375,16047.7998046875,16724.25,15511.150390625,16623.05078125,73150,2024-10-14
2024-10-21,15704.9951171875,15925.7001953125,16549.94921875,15700.0,16029.25,26549,2024-10-21
2024-10-28,16032.7880859375,16258.099609375,16572.0,15448.7998046875,15925.7001953125,41944,2024-10-28
2024-11-04,15337.6572265625,15553.2001953125,16406.94921875,15372.75,16299.0498046875,60831,2024-11-04
2024-11-11,15486.3681640625,15704.0,15839.9501953125,15346.0,15600.0,93139,2024-11-11
2024-11-18,15650.3134765625,15870.25,16250.0,15540.2001953125,15704.0,15278,2024-11-18
2024-11-25,15766.384765625,15891.2001953125,16000.0,15637.5498046875,15872.0,22377,2024-11-25
2024-12-02,15750.1123046875,15874.7998046875,15999.0,15750.9501953125,15900.0,35744,2024-12-02
2024-12-09,15610.4677734375,15734.0498046875,16190.0,15565.5498046875,15874.7001953125,27462,2024-12-09
2024-12-16,14996.0322265625,15114.75,15809.849609375,15001.0,15794.0498046875,16371,2024-12-16
2024-12-23,14453.279296875,14567.7001953125,15254.400390625,14410.0,15114.75,14958,2024-12-23
2024-12-30,14568.666015625,14684.0,15597.75,14425.9501953125,14567.7001953125,26516,2024-12-30
2025-01-06,14647.7900390625,14763.75,14964.099609375,14405.5498046875,14684.0,19636,2025-01-06
2025-01-13,14637.8681640625,14753.75,14877.4501953125,14493.5,14711.25,29174,2025-01-13
2025-01-20,14503.779296875,14618.599609375,14950.0,14379.0,14950.0,14855,2025-01-20
2025-01-27,14546.14453125,14661.2998046875,14750.0498046875,13917.0,14410.0,19731,2025-01-27
2025-02-03,14362.74609375,14476.4501953125,14800.0,14352.099609375,14800.0,62608,2025-02-03
2025-02-10,13749.6005859375,13858.4501953125,14517.5,13659.9501953125,14476.4501953125,59291,2025-02-10
2025-02-17,13609.806640625,13717.5498046875,14199.9501953125,13655.0,13731.0,22409,2025-02-17
2025-02-24,13541.900390625,13541.900390625,13885.650390625,13400.0,13700.0,23852,2025-02-24
2025-03-03,13502.2998046875,13502.2998046875,13697.7001953125,13289.5498046875,13431.0498046875,41109,2025-03-03
2025-03-10,13394.25,13394.25,13639.900390625,13150.0,13598.900390625,22231,2025-03-10
2025-03-17,13859.7998046875,13859.7998046875,13959.75,13366.2001953125,13480.349609375,38244,2025-03-17
2025-03-24,13600.650390625,13600.650390625,14275.0,12105.599609375,13859.7998046875,143194,2025-03-24
2025-03-31,13983.400390625,13983.400390625,14098.900390625,13451.2998046875,13600.650390625,39064,2025-03-31
2025-04-07,13687.2001953125,13687.2001953125,14034.2001953125,13200.0,13671.0,36160,2025-04-07
2025-04-14,14154.0,14154.0,14190.0,13829.0,13994.0,14012,2025-04-14
2025-04-21,14221.0,14221.0,14436.0,13932.0,14300.0,56590,2025-04-21
2025-04-28,14145.0,14145.0,14408.0,13931.0,14221.0,39103,2025-04-28
2025-05-05,13934.0,13934.0,14275.0,13679.0,14250.0,31906,2025-05-05
2025-05-12,14349.0,14349.0,14400.0,13910.0,14015.0,27067,2025-05-12
2025-05-19,14126.0,14126.0,14543.0,14003.0,14349.0,30537,2025-05-19
2025-05-26,13584.0,13584.0,14500.0,13519.0,14249.0,34966,2025-05-26
2025-06-02,13500.0,13500.0,13729.0,13363.0,13729.0,75450,2025-06-02
2025-06-09,13446.0,13446.0,13610.0,13266.0,13610.0,70168,2025-06-09
2025-06-16,13415.0,13415.0,13500.0,13280.0,13446.0,34123,2025-06-16
2025-06-23,13220.0,13220.0,13558.0,13150.0,13415.0,56366,2025-06-23
2025-06-30,13350.0,13350.0,13449.0,13220.0,13250.0,35852,2025-06-30
2025-07-07,13194.0,13194.0,13475.0,13102.0,13400.0,36154,2025-07-07
2025-07-14,13196.0,13196.0,13255.0,13081.0,13199.0,15332,2025-07-14
